person_id,political_party,source,location,purpose,items_paid_or_provided
3237,r,Conference of Bankruptcy Judges,,,
3237,r,"Regulatory Studies, Part",,,
3237,r,AEI Brookings Center for,,,"Washington, DC"
3237,r,International Legal Fraternity,,,
3237,r,American Conference Institute,,,New York. NY
3237,r,"Campbell Moot Court, University of Michigan",,,"Ann Arbor, MI"
3237,r,Duke University School of Law,,,
3237,r,Intemational Association of Defense Counsel,"Naples, FL",Speaker,"Transportation, meals and lodging"
3237,r,American Conference Institute,"New York, NY",Panel Participant,"Transportation, meals and lodging"
3237,r,American Bankruptcy Institute,"New York, NY",Moot Court,"Transportation, meals and lodging"
3237,r,Phi Delta Phi Excellence Award,"Washington, DC",Receiving Excellence Award,"Transportation, meals and lodging"
3237,r,ATU LOIGIN inva ony,hdd! ad IL,Board of Overseers Meeting,"FRE? JAE Cle LTC, SL AE"
3237,r,Florida Bar,"Orlando, FL",Panel Participant,"Transportation, meals and lodging"
3237,r,"The al Re ml SST Dw Foundation, Inc.",VAN SVL UA,Wine MwllV: 1 2H SHE Board of Overseers Meeting,A IGNO JVIANGUIVIEN NGI ant dV i
3237,r,"American College of Trial Lawyers, Tri-State Meeting","Sea Island, GA",Speaker at reception,"Transportation, meals and lodging"
3237,r,Thomas More Society and Red Mass Reception,"Ft. Lauderdale, FL",Speaker at dinner,"Transportation, meals and lodging"
3237,r,American Conference Institute,"New York, NY",Panel participant,"Transportation, meals and lodging"
3237,r,Southeastern Association of Law Schools (SEALS),"Palm Beach, FL",Panel participant,Meals and lodging
3237,r,"Tallahassee Inn of Court, Stafford Inn","Tallahassee, FL",Speaker at dinner,"Transportation, meals and lodging"
3237,r,National Confernce of,"Phoenix, AZ",Speaker at reception,"Transportation, meals and lodging"
3237,r,Searle Civil Justice Institute of Overseers,bi aa ol elm,lia hates,Lil Hid Cagtaldmpboadlogos ued bad ro diese gil ub Gh bl © E
3237,r,State Bar of Georgia,"Atlanta, GA",Panel Participant,"Transportation, meals and lodging"
3237,r,American Conference Institute,"Scottsdale, AZ",Panel Participant,"Transportation, meals and lodging"
3237,r,ABA Litigation Section,"Vail, CO",Panel Participant,"Transportation, meals and lodging"
3237,r,Amcrican Conference Institute,"New York, NY",Panel Participant,"Transportation, meals and lodging"
3237,r,American College of Bankruptcy Judges Reunion,"New Orleans, LA",Speaker at dinner,"Transportation, meals and lodging"
3237,r,Unversity of Chicago,"Champaign, IL",Moot Court,"Transportation, meals and lodging"
3237,r,,,Institute Board of Overseers Meeting,iii sail] Sinisa ab al 4
3237,r,American Conference Institute,"New York, NY",Pancl Participant,"Transportation, mcals and lodging"
3237,r,ABA Appcliate Practice Institute,"New York, NY",Panel Participant,"Transportation, meals and lodging"
3237,r,Florida Bar,"Orlando, FL",Pancl Participant,Transportation and meals
3237,r,American Conference Institute,"San Francisco, CA",Panel Participant,"Transportation, meals and lodging"
3237,r,Florida American Inns of Court,"[ake Bucna Vista, FL",Kcy Note Speaker at Leadership Summit,Transportation and meals
3237,r,,bondioioi adoms. dt Joo d,Institute Board of Overseers Meeting,USCA Baan Jl be i ieee aa
3237,r,George Washington University,"Washington, DC",Supreme Count Conference Panel Participant,"Transportation, meals and Jodging"
3237,r,American Conference Institute,"New York, NY",Panel Participant,"Transportation, mcals and lodging"
3237,r,FBA,"Honolulu, Hf",Panc! Participant,"Transportation, meals and lodging"
3237,r,"Joana, eid dy (int dnb Foundation. Inc.",fo JEL Ji eimai,Board of Overseers Meeting,
3237,r,"Pourdation, Inc.",fo JEL Ji eimai,Board of Overseers Meeting,
3237,r,Umversity of Missoun,"Columbia, MO",Commencement Speaker at University of MO,"Transportation, meals and lodging"
3237,r,The Florida Bar,"Orlando, FL",Panel Participant,"Transportation, meals and lodging"
3237,r,Duke University,"Durham, NC",Duke Distinguished Alumni Award Recipient,Meals and Lodging
3237,r,Foundation. lnc.,,Board of Overseers Meeting,
3237,r,Florida Bar,"Orlando, FL",Panel Participant,Transportation and meals
3237,r,"Foundation, Ine",,Board of Overseers Meeting,
3237,r,Detense Rescuarch Institute,"Orlando, FL",Speaker,"Transportation, meals and lodging"
3237,r,"Foundation, Ine.",,Board of Overseers Meeting,
3237,r,"George Mason University Foundation, Inc.","Washington, DC",Attending Econkbeast for Judges Symposium,Meals and lodging
3237,r,American Conference Institute,"Houston, TX",Panel Participant,"Transportation, meals and lodging"
3237,r,"Foundation, ne. Bt",,Board of Overseers Meeting,
3237,r,Hillsborough County Bar Association,"Tampa, FL",Speaker,"Transportation, meals and lodging"
3237,r,Foundation. lnc.,,Board of Overseers Meeting,
3237,r,"Joana, eid dy (int dnb Foundation. Inc.",fo JEL Ji eimai,Board of Overseers Meeting,
3236,r,,,pony Ty a Trea ef Committee on Federal Judicial Improvements,aA TIL I ire
3236,r,American Bar Asssociation,"Miami Beach, FL",ABA Annual White Collar Crimmal Law Insitiute,"Lodging, meals and transportation"
3236,r,,,Committee on Federal Judicial Improvements,
3236,r,,,Committee on Federal Judicial Improvements,
3236,r,,,pony Ty a Trea ef Committee on Federal Judicial Improvements,aA TIL I ire
3235,r,Duke University,"Durham, NC",Hardt Moot Court,"Travel, lodging, meals"
3235,r,American Bar Association,"Chicago, IL",Appelicte Advocacy Institute,"Parking, mileage, meals, tolls, lodging"
3235,r,University of Wisconsin Law School,"Madison, Wi",Moot Court Competition,"Lodging, meals, mileage, wlls"
3228,d,American Bar Association -- Section of Antitrust Law,"Dana Point, CA",Section meadership meeting,"Transportation, meals, hotel"
3228,d,American Bar Association -- Section of Antitrust Law,"Nashville, TN",Consumer protection conference,"Transportation, meals, hotel"
3228,d,American Bar Association -- Section of Litigation,"New York, NY",Section annual meeting,"Transportation, meals, hotel"
3228,d,Emory University,"Chicago, IL",MDL Conference,"Transportation, meals, hotel"
3228,d,American Bar Association : Section of Antitrust Law,"Grand Cayman, Cayman Islands",Section Leadership Meeting,"Transportation, meals, hotel"
3228,d,American Bar Association Section of Antitrust Law,"Pans, Frunce",International Cartel Workshop,"Transportation, meals, hotel"
3228,d,American Bar Association Section of Antitrust Law,"Washington, D.C",Spring Annual Meeting,"Transportation, meals, hotel"
3228,d,American Bar Association Section of Antitrust Law,"Deer Valley, UT",Post-Annual Leadership Meeting,"Transportation, meals, hotel"
3228,d,Section of Lingatbion,,Meeting and make presentation,
3228,d,"American Bar Association, } Section of Litigation","Dana Point, CA",Attend Section Leadership Meeting,"Transportation, meals, hotel"
3228,d,Amencan Law Institute,"Philadelphia, PA",Attend Advisers Meeting Re Restatement of Torts,"Transportation, meals, hotel"
3228,d,Business Law Section Annual Meeting,,,
3228,d,ABA Litigation Section,"New Orleans, LA",Class Action Institute,"Transportation, meals, hotel"
3228,d,Vanderbilt Law School,"Nashville, TN",Judicial lecture,"Transportation, meals, hotel"
3228,d,"American Bar Association, Section of Antitrust","Op, CA",Attend Section Leadership Meeting,"Transportation, meals, hotel"
3228,d,"American Bar Association, Section of Litigation","Austin, TX",Attend Section Leadership Meeting,"Transportation, meals, hotel"
3228,d,American Antitrust Institute,"Palo Alto, CA",Judicial education scar,"Lodging, meals, mileage"
3228,d,American Law Institute,"Philadelphia, PA",Advisers’ meeting,"Lodging, meals, transportation"
3227,d,Associated Credit Union,,,Credit Card
3225,d,Harvard Law School,,,"March 20-21, Cambridge, Mass. Judge Moot Court (transportation, food and hotel) a re eects"
3225,d,"American College of Trial Lawyers, Bobby Lee Cook, Terrance Sullivan",,,"February 23-26 - Sea Island, Georgia- Tri-State ACTL Meeting (transportation, lodging, meals)"
3225,d,Aspen Institute,"New York, NY",Seminar,"Transportation, food and lodging"
3225,d,Sedona Conference,"Austin, TX",Rules Conterence,"Transportation, food and lodging"
3225,d,Institute of Continuing Legal Education,"Amcha Island, Flonda",CLE Speaker,"Transportation, food, lodging"
3225,d,American Shakespeare Center/Kim West,"Staunton, Virigini",Orientation’ Educational,"Transportation, food, lodging"
3225,d,Duke Law School,"Washington, DX",MDL Conference,"Transportation, food, lodging"
3225,d,Institute of Continuing Legal Education,"Amcha Island, Flonda",CLE Speaker,"Transportation, food, lodging"
3225,d,American Law Institute,"New York, New York",Young Scholars Conference,"Transportation, food, lodging"
3225,d,Institute of Continuing Legal Education,"Amcha Island, Flonda",CLE Speaker,"Transportation, food, lodging"
3225,d,American Law Institute,"Washington, DX",Annuil Meeting,"Transportation, food, lodging"
3225,d,International Association of Defense Counsel,"Maui, Hawan",CLE Speaker,"Transportation, food, lodging"
3225,d,Institute of Continuing Legal Education,"Hilton Head, South Carolina",CLE Speaker,"Transportation, food, lodging"
3216,d,George Mason Law & Economics Center,"Santa Fe, NM",Attend educational program,"Lodging, meals, transportation"
3216,d,CONFERENCE,,Law Conference as a Speaker.,parking.
3216,d,FOUNDATION,,CONFERENCE,
3216,d,Harvard University,"Boston, MA",To judge a moot court competition,"Mileage, parking pass, hotel"
3216,d,,,International Rights and Humanitarian Law,"CET, AT AEST lpia lal Smbaalg LY dpe oy vy"
3215,d,University of Alabama Law School,"Tuscaloosa, Alabama",Speech at seminar,"Transportation, meals, and hotel"
3215,d,Southern Conference of Bar Presidents,"Atlanta, Georgia",Speech at Annual Meeting,"Transportation, meals, and hotel"
3215,d,George Mason Law School,,,"10/13/06 to 10/15/06 - Alexandria, VA - Board Meeting (food, lodging, and transportation)"
3215,d,Federal Judges Association,,,"05/06/06 to 05/07/06 - Arlington, VA - Board Meeting (food, lodging, and transportation)"
3215,d,NYU Law Schoole,,,"04/07/06 to 04/09/06 - New York, New York - Committee Meeting (food, lodging, and transportation)"
3215,d,Vera Institute,,,"02/08/06 to 02/09/06 - Los Angeles, CA - Speech (food, lodging, and transportation)"
3215,d,"Rogers High School in Providence, Rhode Island",,,"02/02/06 to 02/03/06 - Providence, Rhode Island - Speech (food, lodging, and transportation)"
3215,d,"Liberty Fund, Inc",,,"01/12/06 to 01/015/06 - San Diego, CA - Educational seminar (food, lodging, and transportation)"
3215,d,"Carter Center in Atlanta, GA & ACLU",,,"10-11-03 - Atlante, GA., non-FJC educational seminar or program on International Law (food, lodging and transportation EE a mim ,"
3215,d,Alabama State Bar Association,,,"7-17-03 - Mobile, Al Activity of professional assoc or civic organization (food, lodging and transportation — a "
3215,d,George Mason Law School,,,"6-26-03 - New Haven, Ct. non-FJC educational seminar or program (food, lodging and transportation)"
3215,d,Federal Judges Association,,,"5-3-03 - Washington, D.C. - Activity of professional assoc or civic organization (food, lodging and transportation)"
3215,d,"Liberty Fund, Inc",,,"1-7-03 - Tucson, Arizona - Non-FJC educational seminar or program (food, lodging and transportation"
3215,d,Louis University School of Law,"St. Louis, Missouri",Speech,"Food, lodging, and transportation"
3215,d,University of Alabama School of Law,"Tuscaloosa, Alabama",Speech,"Food, lodging, and transportation"
3215,d,Stanford Law School,"Palo Alto, California",Speech,"Food, lodging, and transportation"
3215,d,New York University Law Sch ool,"New York City, New York",Committee Meeting,"Food, lodging, and transportation"
3215,d,Yale Law School,"New Haven, Connecticut",Speech,"Food, lodging, and transportation"
3215,d,Liberty Fund,"San Diego, California",Educational Program,"Food, lodging, and transportation"
3215,d,Federal Bar Association,"Huntsville, Alabama",Speech,"Food, lodging, and transportation"
3215,d,Columbia Univ. Law School,"New York, New York",Educational Program,"Food, lodging, and transportation"
3215,d,Harvard Law School,"Boston, MA",Educational Program,"Food, lodging, and transportation"
3215,d,New York University Law School,New York. NY,Speech,"Food, lodging, and transportation"
3215,d,Emory Law School American Constitution Socicty Chapter,"New Haven, Connecticut",Speech,"Food, lodging, and transportation"
3215,d,George Mason Law Law & Economics,"Alexandna, VA",Board Mecting,
3215,d,Beth Israel Synagogue,"Portland, OR",Speech,"Food, lodging, and transportation"
3215,d,American College of Trial Lawyers,"Sea Island, GA",Speech,"Food, lodging, and transportation"
3215,d,NYU Law School,"New York, Ny",Speech,"Food, lodging, and transportation"
3215,d,Berkeley Law School,"San Francisco, CA",Speech,"Food, lodging, and transportation"
3215,d,Stanford Law School,"Palo Alto, CA",Speech,"Food, lodging, and transportation"
3215,d,Faulkner University Jones School of Law,"Montgomery, AL",Speech,Transportation
3215,d,Just the Beginning Foundation,"Atlanta, GA",Meeting,"Food, lodging, and transportation"
3215,d,New York City Bar Assoc. The Vance Center,"Buenos Aires, Argentina",Speech,"Food, lodging, and transportation"
3215,d,Defense Research Institute (DRI),,,"10-19 -05 to 10-20-05 - Chicago, Illinois - Non-FIC educational seminar or program (food, lodging, and transportation)"
3215,d,New York University Law School,,,"10-13-05 to 10-14-05 - New York, New York - Non-FJC educational seminar or program (food, lodging, and transportation)"
3215,d,George Mason Law School,,,"09-09-05 to 09-11-05 - Alexandria, Virginia - Non-FJC educational seminar or program (food, lodging, and transportation)"
3215,d,Aspen Institute,,,"07-22-05 to 07-31-05 - Aspen, Colorado - Non-FJC educational seminar or program (food, lodging, and transportation"
3215,d,George Mason Law School,,,"07-07-05 to 07-10-05 - Sedona, Arizona - Non-FJC educational Seminar or program(food, lodging, and transportation)"
3215,d,Huntsville. Alabama Bar Association,,,"05-05-05 to 05-06-05 - Huntsville, AL - Activity of professional association or program (food, lodging, and transportation)"
3215,d,Vanderbilt Law School,,,"01-18 -05 to 01-19-05 - Nashville, TN - Non-FJC educational seminar or program (food lodging, and transportation)"
3215,d,George Mason Law School,,,"10-29-04 - Alexandria, VA - Non-FJS educational seminar (food, lodging, and trar.sc"
3215,d,Federal Judges Association,,,"5-15-04 - Washington, D.C. - Activity of Professional Association (food, lodging, and transportation)"
3215,d,Yale Law School,,,"3-1-04 - New Haven, CT - Non-FJS educational seminar (food. lodging, and transportation)"
3215,d,Association of Trial Lawyers of America,,,"2-14-04 - Orlando, FL - Non-FJS educational seminar (food, lodging, and transportation)"
3215,d,Stanford Law School,,,"alo Alto, CA - Non-FJS educational seminar (food, lodging, and transportation"
3215,d,NYU Law School,"New York, NY",Speech,"Travel, lodging, meals"
3215,d,Association of Pro Bono : Counsel,"Atlanta, GA",Speech,"Travel, lodging, meals"
3215,d,Appellate Judges Education Institute,"Atlanta, GA",Speech,"Travel, lodging, meals"
3215,d,,,exclusive of judicial education,
3215,d,,,exclusive of judicial education,
3215,d,,,education; privately funded by Emory Uni,
3215,d,Berkeley Law School,"Berkeley, CA",Moot Court Competition,Transportation. meals and hotel
3215,d,National Federation for the Blind,"Baltimore, MD",Speech,Transportation. meals and hotel
